City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2
Gurugram,14-Feb-18,106.08,123.5,11.5,40.25,26.86,11.86,0.88,1.71
Gurugram,02-Mar-18,102.12,167.04,16.01,49.83,41.11,11.86,1.25,7.36
Gurugram,03-Mar-18,93.67,166.32,13.82,45.8,38.18,11.86,1.18,7.36
Gurugram,04-Mar-18,75.85,160.73,17.13,41.31,37.47,11.86,1.16,7.36
Gurugram,05-Mar-18,73.09,149.89,16.59,43.05,37.86,11.86,1.06,7.36
Gurugram,06-Mar-18,63.42,120.31,12.38,47.72,38.13,11.86,1.01,7.36
Gurugram,07-Mar-18,53.53,132.16,11.77,49.61,38.72,11.86,1.02,1.66
Gurugram,08-Mar-18,65.2,147.01,16.7,46.74,39.61,11.86,1.1,7.36
Gurugram,10-Mar-18,63.36,152.3,16.46,45.04,38.64,11.86,1.15,7.36
Gurugram,11-Mar-18,61.22,150.21,9.25,52.91,38.98,11.86,1.12,7.36
Gurugram,12-Mar-18,76.06,179.26,17.74,46.3,40.14,11.86,1.15,7.36
Gurugram,14-Mar-18,62.68,191.47,13.71,49.8,40.01,11.86,1.14,7.36
Gurugram,16-Mar-18,81.59,199.15,18.42,44.67,39.87,11.86,1.13,7.36
Gurugram,17-Mar-18,78.71,153.74,11.23,50.49,38.99,11.86,0.74,7.36
Gurugram,18-Mar-18,72.49,136.34,18.48,36.15,35.48,11.86,0.71,1.87
Gurugram,19-Mar-18,67.09,137.64,22.37,34.26,36.5,11.86,0.71,7.36
Gurugram,22-Mar-18,81.66,169.67,16.7,40.39,51.23,11.86,0.83,7.36
Gurugram,23-Mar-18,63.59,138.47,11.11,45.21,50.73,11.86,1.09,7.36
Gurugram,24-Mar-18,76.62,174.86,14.28,44.52,49.23,11.86,1.14,7.36
Gurugram,26-Mar-18,87.43,178.87,13.27,46.26,42.81,11.86,0.75,7.36
Gurugram,26-Apr-18,59.79,170.98,22.24,2.45,16.01,11.86,0.17,7.36
Gurugram,01-May-18,57.47,137.77,13.16,12.64,20.18,11.86,0.22,1.07
Gurugram,02-May-18,59.63,158.02,12.59,12.5,19.35,11.86,0.12,7.36
Gurugram,03-May-18,42.96,96.02,13.65,16.8,23.56,11.86,0.1,7.36
Gurugram,04-May-18,38.57,83.46,13.16,16.46,21.7,11.86,0.11,7.36
Gurugram,05-May-18,65.96,140.45,12.3,14.6,20.77,11.86,0.16,7.36
Gurugram,08-May-18,94.7,150.69,11.44,17.43,21.63,11.86,0.16,7.36
Gurugram,09-May-18,81.48,116.99,14.05,20.86,27.43,11.86,0.22,7.36
Gurugram,10-May-18,95.96,161.19,15.81,21.97,30.1,11.86,0.28,7.36
Gurugram,14-May-18,64.77,193.84,11.32,23.42,23.37,11.86,0.28,7.36
Gurugram,31-May-18,98.26,169.52,14.85,31.75,38.16,11.86,0.8,1.47
Gurugram,02-Jun-18,75.9,145.61,14.59,27.59,33.13,11.86,0.75,0.87
Gurugram,03-Jun-18,65.38,130.7,14.69,27.61,33.23,11.86,0.82,1.14
Gurugram,04-Jun-18,82.98,159.65,15.56,26.74,33.93,11.86,0.82,0.98
Gurugram,05-Jun-18,69.94,134.44,17.08,24.67,35.36,11.86,0.8,1.05
Gurugram,06-Jun-18,75.87,148.17,18.53,26.52,38.65,11.86,0.82,1.11
Gurugram,07-Jun-18,76.26,139.54,19.39,28.71,41.03,11.86,0.77,0.99
Gurugram,10-Oct-18,96.1,186.32,13.37,57.05,46.78,11.86,0.99,7.52
Gurugram,13-Dec-18,87.31,166.85,11.18,32.39,31.62,11.86,0.68,9.14
Gurugram,14-Dec-18,79.02,146.35,17.5,44.44,52.65,11.86,0.47,5.51
Gurugram,14-Jan-19,69.18,131.77,11.92,18.2,21.76,11.86,1.18,15.57
Gurugram,25-Jan-19,58.17,115.89,11.3,18.38,20.29,11.86,1.78,4.68
Gurugram,26-Jan-19,82.66,167.36,11.23,17.67,19.35,11.86,1.96,4.97
Gurugram,27-Jan-19,97.78,181.3,9.49,17.93,19.59,11.86,1.95,4.63
Gurugram,28-Jan-19,97.11,151.06,21.68,34.71,31.22,11.86,1.81,5.6
Gurugram,07-Feb-19,57.85,79.11,13.39,10.51,22.9,11.86,0.17,7.36
Gurugram,16-Feb-19,80.01,159.91,18.63,53.64,34.34,11.86,0.41,5.95
Gurugram,20-Feb-19,73.53,165.85,12.36,24.17,23.55,11.86,0.46,6.56
Gurugram,21-Feb-19,48.94,138.82,10.3,20.75,21.12,11.86,0.45,9.19
Gurugram,22-Feb-19,49.22,115.91,5.97,12.79,13.66,11.86,0.42,12.3
Gurugram,23-Feb-19,36.87,88.1,7.38,13.88,14.99,11.86,0.49,15.09
Gurugram,24-Feb-19,51.22,129.97,9.49,16.17,17.77,11.86,0.51,11.36
Gurugram,25-Feb-19,78.68,168.92,22.07,24.22,32.74,11.86,0.47,14.82
Gurugram,03-Mar-19,31.97,54.32,11.76,21.15,17.69,11.86,0.41,17.31
Gurugram,05-Mar-19,39.9,103.11,10.29,13.99,13.49,11.86,0.39,14.56
Gurugram,06-Mar-19,51.93,130.58,15.69,12.69,19.61,11.86,0.33,12.14
Gurugram,07-Mar-19,74.89,180.75,21.31,15.05,25.76,11.86,0.28,11.51
Gurugram,08-Mar-19,66.24,174.95,20.85,18.99,27.46,11.86,0.31,8.07
Gurugram,09-Mar-19,65.44,155.62,16.76,8.74,15.19,11.86,0.19,5.67
Gurugram,10-Mar-19,45.61,132.72,9.38,10.67,13.64,11.86,0.2,2.97
Gurugram,11-Mar-19,63.7,176.12,17.9,11.68,20.27,11.86,0.26,3.85
Gurugram,12-Mar-19,59.86,116.73,12.78,8.37,13.06,11.86,0.21,5.02
Gurugram,15-Mar-19,52.58,139.65,9.92,5.98,12.31,11.86,0.21,1.31
Gurugram,16-Mar-19,59.13,129.58,12.34,5.81,12.27,11.86,0.16,1.55
Gurugram,17-Mar-19,63.26,149.64,6.91,5.65,9.06,11.86,0.23,1.51
Gurugram,18-Mar-19,74.62,172.96,7.34,4.63,8.82,11.86,0.24,11.33
Gurugram,22-Mar-19,43.44,124.72,6.62,7.56,6.93,11.86,0.13,14.21
Gurugram,24-Mar-19,43.6,151.22,5.47,8.65,7.28,11.86,0.16,15.36
Gurugram,25-Mar-19,49.62,143.81,5.83,8.46,7.3,11.86,0.19,16.21
Gurugram,26-Mar-19,58.85,156.68,5.28,8.17,8.79,11.86,0.22,13.16
Gurugram,27-Mar-19,60.18,168.05,6.11,8.58,7.62,11.86,0.21,15.87
Gurugram,28-Mar-19,86.86,195.91,6.05,8.7,7.63,11.86,0.3,17.8
Gurugram,30-Mar-19,104.25,128.15,12.71,9.91,8.47,11.86,0.24,20.08
Gurugram,31-Mar-19,62.86,148.69,8.72,9.79,12.09,11.86,0.2,12.89
Gurugram,01-Apr-19,45.22,150.52,7.49,7.96,8.69,11.86,0.16,14.3
Gurugram,02-Apr-19,76.87,181.59,7.6,8.46,9.03,11.86,0.21,13.35
Gurugram,03-Apr-19,78.55,150.53,14.26,9.11,8.35,11.86,0.38,11.42
Gurugram,13-Apr-19,59.13,184.49,10.22,9.29,7.74,11.86,0.66,2.82
Gurugram,15-Apr-19,65.08,200.13,11.19,13.85,17.94,11.86,0.58,3.38
Gurugram,18-Apr-19,31.04,69.43,11.09,13.84,17.12,11.86,0.56,2.45
Gurugram,19-Apr-19,72.14,186.18,13.02,16.72,23.24,11.86,0.65,2.13
Gurugram,20-Apr-19,66.43,177.73,12.92,16.33,22.13,11.86,0.6,2.71
Gurugram,03-May-19,62.53,148.15,17.73,17.47,28.1,11.86,0.55,3.76
Gurugram,14-May-19,59.71,101.37,14.83,15.8,23.69,11.86,0.56,9.93
Gurugram,15-May-19,79.01,160.23,16.31,17.11,25.86,11.86,0.61,15.92
Gurugram,18-May-19,45.53,87.81,22.98,19.77,35.83,11.86,0.55,4.17
Gurugram,19-May-19,71.07,133.88,19.7,18.3,31.12,11.86,0.6,6.44
Gurugram,20-May-19,103.4,185.48,19.84,19.3,32.06,11.86,0.64,6.33
Gurugram,21-May-19,85.19,169.96,19.27,18.82,31.07,11.86,0.61,6.77
Gurugram,22-May-19,79.2,172.15,19.15,18.85,31.09,11.86,0.64,6.53
Gurugram,23-May-19,89.14,172.04,20.16,19.79,33.09,11.86,0.65,5.92
Gurugram,24-May-19,49.57,103.97,20.81,19.46,33.02,11.86,0.59,5.47
Gurugram,25-May-19,48.27,95.77,22.65,19.3,34.98,11.86,0.52,3.02
Gurugram,26-May-19,61.49,122.82,21.01,18.81,32.75,11.86,0.55,14.94
Gurugram,16-Jun-19,58.55,199.07,7.78,9.43,2.89,11.86,0.84,12.93
Gurugram,03-Jul-19,48.85,111.72,14.3,10.34,5.16,11.86,0.56,7.16
Gurugram,04-Jul-19,37.9,76.43,15.6,13.04,14.8,11.86,0.6,10.17
Gurugram,05-Jul-19,41.09,60.31,9.01,7.74,9.4,11.86,0.58,10.15
Gurugram,06-Jul-19,39.12,61.39,10.69,9.63,12.92,11.86,0.57,7.66
Gurugram,07-Jul-19,45.29,79.65,16.1,13.39,22.68,11.86,0.55,6.84
Gurugram,08-Jul-19,57.24,126.94,11.84,13.41,20.57,11.86,0.6,7.45
Gurugram,12-Jul-19,92.47,196.26,9.42,9.28,11.27,11.86,0.51,8.86
Gurugram,15-Jul-19,63.38,170.31,17,14.76,24.76,11.86,0.33,6.47
Gurugram,16-Jul-19,47.43,88.05,9.07,9.66,11.23,11.86,0.48,7.5
Gurugram,17-Jul-19,31.41,67.29,9.24,10.37,12.03,11.86,0.45,10.72
Gurugram,18-Jul-19,30.89,52.47,8.93,10.91,13.59,11.86,0.45,12.24
Gurugram,19-Jul-19,68.38,122.84,19.95,15.46,27.92,11.86,0.44,12.69
Gurugram,21-Jul-19,44.74,85.8,20.24,17.04,18.74,11.86,0.48,14.79
Gurugram,22-Jul-19,47.85,71.8,20.76,11.46,16.46,11.86,0.53,14.1
Gurugram,23-Jul-19,42.36,117.66,9.32,8.72,9.98,11.86,0.53,12.6
Gurugram,24-Jul-19,54.71,105.22,9,8.8,9.55,11.86,0.5,9.46
Gurugram,25-Jul-19,26.59,36.03,16.38,21.33,17.29,11.86,0.45,8.48
Gurugram,26-Jul-19,37.1,27.88,13.17,11.59,11.35,11.86,0.48,6.39
Gurugram,27-Jul-19,26.58,34.06,11.55,8.68,9.91,11.86,0.49,5.29
Gurugram,28-Jul-19,16.85,37.3,9.88,7.95,9.22,11.86,0.52,13.54
Gurugram,29-Jul-19,22.51,50.72,12.35,6.82,10.23,11.86,0.52,13.99
Gurugram,30-Jul-19,24.52,68.42,9.18,7.25,9.6,11.86,0.56,16.39
Gurugram,31-Jul-19,28.42,65.02,9.14,7.51,7.6,11.86,0.5,16.08
Gurugram,01-Aug-19,33.71,68.35,10.25,8.5,8.75,11.86,0.51,14.92
Gurugram,02-Aug-19,32.03,82.08,9.61,7.11,8.03,11.86,0.57,19.18
Gurugram,05-Aug-19,46.78,46.66,13.7,9.98,13.15,11.86,0.49,20.21
Gurugram,06-Aug-19,25.31,49.91,6.22,7.81,11.36,11.86,0.51,10.97
Gurugram,07-Aug-19,22.4,60.25,4.57,9.79,12.39,11.86,0.53,10.48
Gurugram,08-Aug-19,20.7,70.47,5.18,9.7,11.17,11.86,0.48,13.48
Gurugram,09-Aug-19,26.31,56.92,6.61,16.8,13.99,11.86,0.4,5.93
Gurugram,10-Aug-19,21.99,51.94,7.99,18.23,18.69,11.86,0.34,5.25
Gurugram,11-Aug-19,16.25,34.19,5.43,6.99,12.08,11.86,0.42,10.23
Gurugram,12-Aug-19,30.32,64.5,5.21,7.5,12.41,11.86,0.45,7.09
Gurugram,13-Aug-19,21.54,60.09,5.78,7.46,12.79,11.86,0.43,7.85
Gurugram,14-Aug-19,24.24,51.71,5.54,7.31,12.59,11.86,0.47,8.4
Gurugram,15-Aug-19,22.15,56.79,6.01,7.53,12.9,11.86,0.48,7.31
Gurugram,16-Aug-19,14.18,38.87,5.56,6.9,12.18,11.86,0.43,7.36
Gurugram,27-Aug-19,29.99,76.8,6.18,6.37,12.08,11.86,0.36,14.22
Gurugram,28-Aug-19,35.45,83.05,5.7,7.67,12.98,11.86,0.43,17.95
Gurugram,29-Aug-19,37.09,81.47,5.35,7.47,12.51,11.86,0.43,18.97
Gurugram,31-Aug-19,48.42,91.49,5.36,7.85,12.85,11.86,0.47,17.93
Gurugram,01-Sep-19,28.57,12.48,5.87,7.66,13.04,11.86,0.49,14.93
Gurugram,02-Sep-19,42.78,10,5.26,7.8,12.67,11.86,0.54,15.27
Gurugram,03-Sep-19,76.15,24.94,5.96,9.61,15.19,11.86,0.62,15.04
Gurugram,04-Sep-19,76.65,142.29,5.49,8.51,13.61,11.86,0.55,16.12
Gurugram,05-Sep-19,30.99,77.31,5.37,7.61,12.58,11.86,0.48,15.59
Gurugram,06-Sep-19,32.93,82.21,5.61,7.92,12.98,11.86,0.48,16.36
Gurugram,07-Sep-19,29.49,68.99,5.39,7.7,12.69,11.86,0.47,13.01
Gurugram,08-Sep-19,30.78,71.93,5.35,7.54,12.5,11.86,0.47,15.01
Gurugram,09-Sep-19,51.34,102.22,5.73,8.03,13.35,11.86,0.52,13.94
Gurugram,10-Sep-19,75.84,151.93,5.71,8.48,13.77,11.86,0.61,13.93
Gurugram,11-Sep-19,80.6,166.53,5.01,8.79,13.46,11.86,0.61,13.79
Gurugram,12-Sep-19,65.41,118.66,6.35,14.65,19.08,11.86,1.07,14.48
Gurugram,13-Sep-19,34.04,78.87,13.52,14.43,24.37,11.86,1.53,13.63
Gurugram,14-Sep-19,26.72,67.98,7.36,7.13,9.55,11.86,1.54,14.11
Gurugram,15-Sep-19,30.04,60.84,6.87,6.7,8.94,11.86,1.58,13.09
Gurugram,16-Sep-19,47.23,99.88,11.58,10.58,21.17,11.86,1.73,12.37
Gurugram,17-Sep-19,58.53,124.72,6.18,7.66,13.37,11.86,1.77,10.49
Gurugram,18-Sep-19,37.12,84.63,7.1,6.5,12.5,11.86,1.72,9.84
Gurugram,19-Sep-19,22.7,54.11,7.34,5.55,11.59,11.86,1.68,10.55
Gurugram,20-Sep-19,33.35,76.93,8.85,6.76,11.77,11.86,1.73,9.97
Gurugram,21-Sep-19,33.01,92.36,15.28,10.52,16.67,11.86,1.69,10.22
Gurugram,22-Sep-19,14.92,29.6,8.39,6.06,6.59,11.86,1.15,9.89
Gurugram,23-Sep-19,25.25,65.37,6.38,7.34,8.39,11.86,1.74,10.1
Gurugram,24-Sep-19,32.94,71.62,7.01,7.82,10.66,11.86,1.73,9.72
Gurugram,25-Sep-19,32.22,82.06,7.18,9.46,13.59,11.86,1.67,10.38
Gurugram,26-Sep-19,29.44,94.74,10.3,9.29,17.55,11.86,1.09,9.33
Gurugram,27-Sep-19,14.65,45.27,15.14,11.12,23.78,11.86,0.72,9.57
Gurugram,28-Sep-19,16.17,51.58,18.57,13.12,30.08,11.86,0.81,10.48
Gurugram,29-Sep-19,14.56,42.51,22.17,14.35,35.64,11.86,0.68,16.94
Gurugram,30-Sep-19,23.99,61.95,17.09,13.56,27.87,11.86,0.53,10.09
Gurugram,01-Oct-19,33.82,75.21,19.53,14.64,31.69,11.86,0.65,9.95
Gurugram,04-Oct-19,37.82,128.94,22.17,13.84,29.41,11.86,1.02,3.4
Gurugram,07-Oct-19,50.21,86.44,19.58,12.28,26.37,11.86,0.97,3.5
Gurugram,08-Oct-19,38.26,65.49,19.41,10.01,19.32,11.86,0.54,4.16
Gurugram,12-Oct-19,79.53,139.69,11.48,13.11,17.01,11.86,1.54,2.07
Gurugram,19-Oct-19,72.1,170.46,9.39,43.65,36.65,11.86,1.91,2.52
Gurugram,20-Oct-19,92.64,180.87,8.99,32.44,29.83,11.86,2.01,2.92
Gurugram,22-Oct-19,92.44,190.02,14.18,39.74,38.73,11.86,1.59,2.13
Gurugram,27-Nov-19,61.45,121.15,11.56,50.09,38.98,11.86,0.78,8.42
Gurugram,28-Nov-19,33.78,66.95,5.5,35.91,25.34,11.86,0.5,3.73
Gurugram,29-Nov-19,44.89,107.1,12.61,46.33,40.52,11.86,0.79,6.94
Gurugram,30-Nov-19,60.83,127.45,9.83,35.83,33.41,11.86,0.88,8.78
Gurugram,02-Dec-19,97.16,180.59,21.34,44.59,35.21,11.86,0.93,7.61
Gurugram,16-Dec-19,63.2,106.03,4.75,22.09,17.09,11.86,0.96,20.02
Gurugram,22-Dec-19,99.82,183.92,5.38,29.66,22.55,11.86,1.48,14.78
Gurugram,07-Jan-20,89.97,140,9.69,36.67,29.54,11.86,1.52,7
Gurugram,09-Jan-20,66.14,101.18,4.78,20.39,16.63,11.86,1.48,7.49
Gurugram,10-Jan-20,89.87,147.3,6.09,30.44,24.27,11.86,1.76,6.89
Gurugram,14-Jan-20,75.89,119.57,6.56,26.1,22.02,11.86,1.4,7.33
Gurugram,15-Jan-20,90.38,162.36,10.86,34.76,31.74,11.86,1.28,8.04
Gurugram,17-Jan-20,79.88,127.02,13.77,23.97,30.27,11.86,1.38,8.26
Gurugram,19-Jan-20,92.62,159.19,4.47,22.03,16.57,11.86,1.16,7.12
Gurugram,20-Jan-20,85.13,161.08,12.1,23.24,24.18,11.86,1.3,8.68
Gurugram,23-Jan-20,56.38,92.62,7.94,28.6,25.35,11.86,0.87,7.5
Gurugram,24-Jan-20,51.22,92.58,4.56,28.98,20.95,11.86,0.97,8.29
Gurugram,28-Jan-20,93.01,164.64,5.44,36.2,24.89,11.86,1.35,7.97
Gurugram,29-Jan-20,47,90.49,8.5,29.88,24.98,11.86,1.23,8.92
Gurugram,30-Jan-20,63.71,130.06,8.47,30.2,27.33,11.86,1.4,8.39
Gurugram,31-Jan-20,62.07,127.12,13.08,31.13,30.09,11.86,1.42,8.79
Gurugram,02-Feb-20,71.37,137.94,8.65,24.32,22.77,11.86,2.04,8.29
Gurugram,06-Feb-20,79.42,169.37,14.89,26.08,27.51,11.86,1.76,7.58
Gurugram,09-Feb-20,105.04,199.79,14.33,27.22,27.19,11.86,1.71,8.6
Gurugram,13-Feb-20,63.78,123.14,7.68,15.8,15.27,11.86,1.17,11.56
Gurugram,14-Feb-20,64.17,134.91,7.13,12.87,13.91,11.86,1.38,11.53
Gurugram,15-Feb-20,50.24,112.08,7.25,14.87,14.52,11.86,1.42,11.74
Gurugram,16-Feb-20,93.15,185.61,17.66,21.86,27.6,11.86,1.91,12.36
Gurugram,20-Feb-20,85.97,173.5,6.7,16.77,14.81,11.86,1.67,10.66
Gurugram,21-Feb-20,49.47,79.23,10.11,13.52,16.98,11.86,1.82,11.28
Gurugram,22-Feb-20,59.08,96.42,15.58,15.42,22.97,11.86,1.67,6.43
Gurugram,23-Feb-20,95.42,167.11,16.06,23.87,27.49,11.86,1.82,3.11
Gurugram,24-Feb-20,66.85,126.64,16.16,20.6,25.38,11.86,1.24,4.51
Gurugram,27-Feb-20,86.84,158.92,8.94,31.91,26.6,11.86,1.17,8.51
Gurugram,28-Feb-20,71,130.39,4.91,27.01,20.91,11.86,1.27,5.84
Gurugram,29-Feb-20,55.87,102.76,5.93,23,20.29,11.86,1.26,3.91
Gurugram,01-Mar-20,24.29,50.03,18.49,26.97,29.38,11.86,1.07,2.9
Bengaluru,15-Nov-15,42.23,59.94,2.83,18.86,16.26,11.86,1.64,2.16
Bengaluru,16-Nov-15,16.03,16.77,3.81,18.34,18.74,11.86,1.61,2.31
Bengaluru,17-Nov-15,36.43,8.22,4.89,16.2,20.54,11.86,1.6,2.49
Bengaluru,15-Jan-16,42.84,160.87,11.69,50.76,34.73,11.86,0.78,17.8
Bengaluru,18-Feb-16,54.56,138.17,10.56,19.86,17.74,11.86,1.51,4.12
Bengaluru,14-May-16,33.05,52.87,22.08,31.46,28.58,11.86,0.61,2.78
Bengaluru,15-May-16,28.39,46.27,4.27,11.86,9.25,11.86,0.46,2.94
Bengaluru,03-Jun-16,36.43,33.69,2.59,10.15,6.67,11.86,0.39,1.9
Bengaluru,04-Jun-16,36.43,28.67,2.41,10.81,6.86,11.86,0.41,2.15
Bengaluru,05-Jun-16,36.43,32.38,2.18,9.08,5.85,11.86,0.36,2.18
Bengaluru,06-Jun-16,36.43,21.86,2.14,8.56,5.56,11.86,0.33,1.82
Bengaluru,07-Jun-16,36.43,20.31,2.6,11.68,7.43,11.86,0.36,1.69
Bengaluru,08-Jun-16,36.43,19.38,2.25,9.28,5.99,11.86,0.34,2.24
Bengaluru,09-Jun-16,36.43,20.5,2.23,9.93,6.3,11.86,0.38,2.14
Bengaluru,10-Jun-16,36.43,19.97,2.3,10.05,6.41,11.86,0.37,2.28
Bengaluru,11-Jun-16,36.43,21.74,2.11,10.14,6.31,11.86,0.35,2.17
Bengaluru,12-Jun-16,36.43,24.12,2.01,8.84,5.6,11.86,0.34,1.99
Bengaluru,13-Jun-16,36.43,23.79,2.28,9.8,6.27,11.86,0.34,2.16
Bengaluru,14-Jun-16,36.43,23.6,2.62,12.82,7.99,11.86,0.41,2.02
Bengaluru,15-Jun-16,36.43,38.42,2.47,14.43,8.67,11.86,0.4,2.09
Bengaluru,16-Jun-16,36.43,27.07,2.27,10.93,6.81,11.86,0.34,2
Bengaluru,16-Jul-16,36.43,33.87,13.06,33.33,25.12,11.86,0.69,2.8
Bengaluru,23-Jul-16,36.43,56.61,11.65,20.88,17.82,11.86,0.51,2.31
Bengaluru,05-Aug-16,36.43,34.42,3.89,12.5,8.79,11.86,0.61,2.85
Bengaluru,08-Aug-16,36.43,38.47,2.9,12.73,13.83,11.86,0.01,3.96
Bengaluru,09-Aug-16,36.43,38.09,2.87,10.08,13.08,11.86,0.05,4.63
Bengaluru,25-Nov-17,17.81,81.86,15.43,50.65,34.88,11.86,0.94,3.81
Bengaluru,26-Nov-17,15.67,69.67,15.31,48.12,33.72,11.86,0.9,3.75
Bengaluru,27-Nov-17,10.7,57.05,16.9,47.51,34.14,11.86,0.92,3.82
Bengaluru,28-Nov-17,11.46,65.13,15.56,50.06,34.51,11.86,0.93,3.95
Bengaluru,30-Nov-17,74.5,36.84,10.38,32.3,22.72,11.86,0.97,4.12
Bengaluru,01-Dec-17,1.76,19.23,8.52,31.43,21.32,11.86,0.65,3.23
Bengaluru,02-Dec-17,1.72,53.35,8.64,35.74,23.42,11.86,0.62,2.98
Bengaluru,03-Dec-17,32.42,69.73,13.43,42.05,29.32,11.86,0.86,2.16
Bengaluru,04-Dec-17,18.72,71.86,13.35,42.47,30.26,11.86,0.86,2.58
Bengaluru,05-Dec-17,11.27,63.98,12.38,40.08,25.19,11.86,0.7,3.02
Bengaluru,16-Dec-17,75.91,63.26,12.88,42.57,29.85,11.86,0.8,3.2
Bengaluru,17-Dec-17,79.75,69.56,12.25,48.64,31.65,11.86,0.89,3.56
Bengaluru,31-Dec-17,18.29,59.11,11.9,41.94,24.62,11.86,1.02,2.95
Bengaluru,01-Jan-18,38.06,74.54,9.91,42.23,22.62,11.86,1.04,3.2
Bengaluru,02-Jan-18,35.12,78.63,7.16,41.7,21.46,11.86,1,3.37
Bengaluru,03-Jan-18,28.84,69.71,9.57,50.19,25.24,11.86,1.09,2.8
Bengaluru,04-Jan-18,24.57,80.05,6.77,46.14,25.4,11.86,0.96,3.32
Bengaluru,05-Jan-18,24.31,93.29,7.99,52.5,27.28,11.86,1.04,5.34
Bengaluru,06-Jan-18,30.02,94.22,7.64,51.77,26.54,11.86,0.98,4.28
Bengaluru,07-Jan-18,40.05,94.39,8.23,49.36,24.43,11.86,0.99,3.37
Bengaluru,08-Jan-18,34.88,77.23,5.06,46.38,24.61,11.86,0.93,4.26
Bengaluru,09-Jan-18,28.74,76.89,6.83,43.41,22.08,11.86,0.96,16.6
Bengaluru,12-Feb-18,27.9,88.93,5.34,24.85,15.02,11.86,0.98,2.99
Bengaluru,13-Feb-18,30.53,55.15,3.37,17.2,12.96,11.86,1.01,1.84
Bengaluru,14-Feb-18,32.43,68.55,3.69,17.59,13.54,11.86,0.96,1.61
Bengaluru,15-Feb-18,30.19,59.31,3.96,18.7,15.35,11.86,0.96,1.47
Bengaluru,16-Feb-18,29.62,53.91,6.66,30.03,22.24,11.86,0.98,2.79
Bengaluru,17-Feb-18,32.11,70.68,8.19,37.85,23.18,11.86,1.03,8.54
Bengaluru,18-Feb-18,27.53,64.77,3.13,22.89,15.17,11.86,0.95,5.69
Bengaluru,19-Feb-18,28.6,62.32,3.48,26.23,17.17,11.86,1.05,4.22
Bengaluru,20-Feb-18,28.89,66.18,2.78,22.48,16.61,11.86,1.09,3.15
Bengaluru,21-Feb-18,34.62,79.69,5.45,32.97,20.66,11.86,0.98,3.36
Bengaluru,22-Feb-18,37.13,64.91,7.04,39.61,26.13,11.86,0.95,3.19
Bengaluru,23-Feb-18,34.6,71.15,3.84,31.9,19.82,11.86,0.94,2.94
Bengaluru,24-Feb-18,26.41,56.42,3.63,19.98,15.15,11.86,0.96,2.35
Bengaluru,25-Feb-18,21.87,33.81,3.17,14.46,13.05,11.86,0.92,2.34
Bengaluru,26-Feb-18,21.31,25.9,7.96,27.46,23.09,11.86,1.01,2.61
Bengaluru,27-Feb-18,23.35,30.13,7.4,26.31,20.8,11.86,0.94,3.87
Bengaluru,28-Feb-18,29.3,56.03,7.13,32.9,25.1,11.86,1.04,3.4
Bengaluru,01-Mar-18,29.48,99.47,4.8,27.41,20.33,11.86,0.95,3.09
Bengaluru,02-Mar-18,30.38,116.47,4.88,38.24,21.33,11.86,0.98,3.53
Bengaluru,03-Mar-18,38.39,121.49,6.26,36.26,26.83,11.86,1,3.14
Bengaluru,04-Mar-18,36.56,128.58,3.02,24.85,31.34,11.86,1.02,4.2
Bengaluru,05-Mar-18,30.79,94.71,7.78,34.44,39.95,11.86,1.02,3.71
Bengaluru,06-Mar-18,32.09,109.19,5.78,32.76,29.06,11.86,0.96,3.85
Bengaluru,07-Mar-18,33.88,114.17,3.4,25.14,19.18,11.86,0.98,3.83
Bengaluru,08-Mar-18,41.37,125.36,4.18,27.15,19.49,11.86,1.08,3.66
Bengaluru,09-Mar-18,59.48,133.95,12.31,47.26,31.65,11.86,1.09,4.07
Bengaluru,10-Mar-18,59.82,143.26,4.32,37.1,25.26,11.86,1.05,4.18
Bengaluru,11-Mar-18,45.19,123.62,2.76,22.32,20.37,11.86,1.03,3.7
Bengaluru,12-Mar-18,35.82,105.52,3.16,17.43,16.54,11.86,1.05,4.01
Bengaluru,13-Mar-18,20.49,63.71,4.21,14.01,13.79,11.86,1.14,4.08
Bengaluru,14-Mar-18,29.23,85.74,3.6,16.94,15.38,11.86,1.15,4.17
Bengaluru,15-Mar-18,26.46,54.8,8.41,22.08,17.84,11.86,1.15,3.95
Bengaluru,16-Mar-18,19.13,33.54,7.07,28.79,15.29,11.86,1.03,3.88
Bengaluru,17-Mar-18,23.01,33.85,5.6,27.98,22.16,11.86,1.02,4.27
Bengaluru,18-Mar-18,20.75,33.52,3.76,16.69,25.18,11.86,1.09,3.39
Bengaluru,19-Mar-18,31.94,57.31,4.22,24.94,28.1,11.86,0.97,3.33
Bengaluru,20-Mar-18,43.91,70.07,4.42,35.38,34.02,11.86,1.49,3.26
Bengaluru,21-Mar-18,42.72,98.38,3.75,31.97,31.3,11.86,1.55,3.02
Bengaluru,22-Mar-18,31.78,176.51,19.92,50.97,38.75,11.86,1.83,3.78
Bengaluru,24-Mar-18,37.72,141.77,4.06,27.94,28.5,11.86,0.82,3.61
Bengaluru,25-Mar-18,38.84,113.42,4.49,27.43,47.05,11.86,1.05,3.59
Bengaluru,26-Mar-18,36.43,94.3,6.77,35.66,31.84,11.86,0.67,5.17
Bengaluru,27-Mar-18,19.85,72.36,7.68,34.2,23.6,11.86,0.78,6.99
Bengaluru,29-Mar-18,36.43,129.91,6.31,45.77,41.75,11.86,1.2,1.5
